sentence_idx,word,tag
32,Terjangkau,O
32,",",O
32,Irit,O
32,BBM,O
32,Mesin,O
32,nya,O
32,juga,O
32,tangguh,O
32,.,O
33,ya,O
33,begitu,O
33,itu,O
33,Nissan,B-MERK
33,",",O
33,memang,O
33,agak,O
33,mahal,O
33,tetapi,O
33,daya,O
33,tahan,O
33,nya,O
33,bagus,O
33,.,O
34,fortuner,B-MERK
34,gak,O
34,cocok,O
34,buat,O
34,mahasiswa,O
34,dari,O
34,segi,O
34,desain,O
34,yang,O
34,terlalu,O
34,mencolok,O
34,dan,O
34,mahal,O
34,pula,O
35,Servis,O
35,di,O
35,Bengkel,O
35,Toyota,B-MERK
35,Lebih,O
35,cepat,O
36,Honda,B-MERK
36,Spacy,I-MERK
36,irit,O
36,banget,O
36,sumpah,O
37,Gak,O
37,bisa,O
37,tidur,O
37,kalau,O
37,malam-malam,O
37,di,O
37,mobil,O
37,karena,O
37,suara,O
37,ac,O
37,nya,O
37,berisik,O
37,sekali,O
38,Ih,O
38,bengkel,O
38,honda,O
38,ini,O
38,picik,O
38,banget,O
38,ya,O
38,",",O
38,masa,O
38,iya,O
38,aki,O
38,motor,O
38,gue,O
38,ditukar,O
38,sama,O
38,yang,O
38,jelek,O
38,biar,O
38,gak,O
38,bisa,O
38,hidup,O
38,terus,O
38,ada,O
38,keluhan,O
38,terus,O
38,ke,O
38,sana,O
38,lagi,O
38,gitu,O
39,dari,O
39,segi,O
39,kenyamanan,O
39,cortez,B-MERK
39,oke,O
39,"lah,",O
39,tapi,O
39,bahan,O
39,bakar,O
39,nya,O
39,itu,O
39,loh,O
39,boros,O
39,banget,O
40,jujur,O
40,saja,O
40,inden,O
40,nya,O
40,lama,O
40,banget,O
40,dari,O
40,dealer,O
40,",",O
40,sudah,O
40,1,O
40,bulan,O
40,belum,O
40,datang,O
40,juga,O
41,numpang,O
41,gabung,O
41,ya,O
41,baru,O
41,beli,O
41,xenia,B-MERK
41,4,O
41,-,O
41,2008,O
41,3,O
41,hari,O
41,yang,O
41,lalu,O
41,keseluruhan,O
41,gue,O
41,ngerasa,O
41,cukup,O
41,.,O
42,setuju,O
42,banget,O
42,kalau,O
42,jazz,B-MERK
42,lebih,O
42,keren,O
42,dan,O
42,mantap,O
42,daripada,O
42,mobilio,B-MERK
43,Masya,O
43,Allah,O
43,toyota,B-MERK
43,mahal,O
43,harga,O
43,nya,O
43,",",O
43,tetapi,O
43,pelit,O
43,fitur-fitur,O
44,fortuner,B-MERK
44,sparepart,O
44,nya,O
44,banyak,O
44,dijual,O
44,di,O
44,mana-mana,O
45,Alhamdullilah,O
45,inden,O
45,dari,O
45,dealer,O
45,wulling,B-MERK
45,agustus,O
45,awal,O
45,mobil,O
45,sudah,O
45,datang,O
45,",",O
45,cepat,O
45,.,O
46,Vario,B-MERK
46,125,I-MERK
46,sangat,O
46,ringan,O
46,dan,O
46,nyaman,O
46,dipakai,O
46,untuk,O
46,perempuan,O
46,seperti,O
46,saya,O
46,",",O
46,apalagi,O
46,dibawa,O
46,ke,O
46,mana-mana,O
46,sangat,O
46,irit,O
46,dan,O
46,harga,O
46,nya,O
46,terjangkau,O
46,dibandingkan,O
46,motor,B-MERK
46,honda,I-MERK
46,yang,I-MERK
46,lain,I-MERK
46,.,O
47,Udah,O
47,beli,O
47,yg,O
47,rush,B-MERK
47,2018,O
47,",",O
47,alhamdulillah,O
47,tidak,O
47,ada,O
47,penyesalan,O
47,sampai,O
47,saat,O
47,ini,O
47,dan,O
47,insyaAllah,O
47,seterusnya,O
48,handling,O
48,mini,B-MERK
48,cooper,I-MERK
48,juara,O
48,.,O
49,Saya,O
49,sangat,O
49,puas,O
49,dengan,O
49,mobil,O
49,saya,O
49,selain,O
49,berbadan,O
49,besar,O
49,terlihat,O
49,mewah,O
49,dan,O
49,sangat,O
49,irit,O
49,bahan,O
49,bakar,O
49,karena,O
49,minum,O
49,nya,O
49,solar,O
49,jadi,O
49,mantap,O
49,kijang,B-MERK
49,innova,I-MERK
50,xenia,B-MERK
50,gak,O
50,awet,O
50,banget,O
50,masa,O
50,baru,O
50,6,O
50,bulan,O
50,sudah,O
50,bermasalah,O
51,lama,O
51,banget,O
51,nunggu,O
51,inden,O
51,xpander,B-MERK
51,keburu,O
51,saya,O
51,jual,O
51,ini,O
51,mobil,O
52,Saya,O
52,naik,O
52,mazda,B-MERK
52,CX3,I-MERK
52,sehari-hari,O
52,.,O
52,performa,O
52,mantap,O
52,",",O
52,mobil,O
52,nyaman,O
52,tidak,O
52,seperti,O
52,honda,B-MERK
52,hrv,I-MERK
52,yang,O
52,cenderung,O
52,goyang-goyang,O
53,Avanza,B-MERK
53,guncangan,O
53,mesin,O
53,nya,O
53,halus,O
53,meski,O
53,di,O
53,jalan,O
53,yang,O
53,tak,O
53,mulus,O
53,",",O
53,AC,O
53,enggak,O
53,menurun,O
53,meski,O
53,dinyalakan,O
53,tanpa,O
53,henti,O
53,",",O
53,dan,O
53,mesin,O
53,enggak,O
53,cepat,O
53,panas,O
53,berlebih,O
53,meski,O
53,macet,O
53,bermenit-menit,O
53,.,O
54,Wuling,B-MERK
54,Formo,I-MERK
54,mobil,O
54,"cina,",O
54,mesin,O
54,nya,O
54,enggak,O
54,berumur,O
54,panjang,O
54,karena,O
54,di,O
54,cina,O
54,juga,O
54,enggak,O
54,ada,O
54,yang,O
54,umur,O
54,nya,O
54,panjang.,O
55,Mobil,B-MERK
55,honda,I-MERK
55,emang,O
55,keren,O
55,",",O
55,saya,O
55,punya,O
55,honda,B-MERK
55,CRV,I-MERK
55,tahun,O
55,2006,O
55,sampai,O
55,sekarang,O
55,masih,O
55,mulus,O
55,",",O
56,Honda,O
56,slalu,O
56,nanggung,O
56,dan,O
56,maksa,O
56,tiap,O
56,kali,O
56,melakukan,O
56,upgrade,O
56,mobil,O
56,yangg,O
56,sudah,O
56,ada,O
56,",",O
56,membosankan,O
57,Bengkel,B-MERK
57,ahas,I-MERK
57,togosari,I-MERK
57,service,O
57,nya,O
57,tidak,O
57,memuaskan,O
57,mekanik,O
57,nya,O
57,gak,O
57,fokus,O
57,dan,O
57,jelek,O
57,.,O
57,tidak,O
57,seperti,O
57,dulu,O
57,.,O
57,gimana,O
57,itu,O
57,bos,O
57,.,O
58,Buat,O
58,yang,O
58,orientasi,O
58,pengendara,O
58,",",O
58,Mitsubishi,B-MERK
58,ini,O
58,cocok,O
58,banget,O
58,mau,O
58,mobil,O
58,yang,O
58,menyenangkan,O
58,untuk,O
58,dikendarai,O
58,enak,O
58,dibawa,O
58,luar,O
58,sama,O
58,dalam,O
58,kota,O
59,N,B-MERK
59,-,I-MERK
59,Max,I-MERK
59,biaya,O
59,perawatan,O
59,mahal,O
59,bakal,O
59,lebih,O
59,boros,O
59,dari,O
59,pada,O
59,kamu,O
59,naik,O
59,angkutan,O
59,umum,O
60,Fortuner,B-MERK
60,lebih,O
60,mewah,O
60,lebih,O
60,besar,O
61,@DaihatsuInd,B-MERK
61,Xenia,I-MERK
61,itu,O
61,kita,O
61,banget,O
61,!,O
61,Cocok,O
61,diajak,O
61,ke,O
61,mana-mana,O
61,",",O
61,service,O
61,gampang,O
61,",",O
61,harga,O
61,terjangkau,O
61,",",O
61,mudah,O
61,dipakai,O
61,.,O
62,Kenapa,O
62,saya,O
62,pilih,O
62,pajero,B-MERK
62,karena,O
62,saya,O
62,sering,O
62,pulang,O
62,kampung,O
62,waktu,O
62,lebaran,O
62,dan,O
62,jalan,O
62,nya,O
62,kebanyakan,O
62,jelek,O
62,dan,O
62,tanjakan,O
62,nya,O
62,full,O
62,curam,O
62,belom,O
62,di,O
62,aspal,O
63,Konsumsi,O
63,bbm,O
63,bisa,O
63,dipaksa,O
63,1:12,O
63,kalau,O
63,bawa,O
63,nya,O
63,waras,O
63,",",O
63,lumayan,O
63,irit,O
63,si,O
63,Altis,B-MERK
63,G,I-MERK
63,2003,O
63,MT,O
63,ini,O
64,harga,O
64,purnajual,O
64,memang,O
64,Toyota,B-MERK
64,lebih,O
64,baik,O
64,.,O
64,tetapi,O
64,ya,O
64,orang,O
64,macam,O
64,gua,O
64,mikir,O
64,nya,O
64,beli,O
64,mobil,O
64,ya,O
64,buat,O
64,dipakai,O
64,",",O
64,bukan,O
64,dijual,O
64,.,O
64,Hehe,O
65,@YamahaIndonesia,B-MERK
65,pelayanan,O
65,bengkel,B-MERK
65,yamaha,I-MERK
65,di,O
65,poso,O
65,jelek,O
65,sekali,O
65,bung,O
65,",",O
65,hari,O
65,kemarin,O
65,bilang,O
65,nyuruh,O
65,hari,O
65,ini,O
65,",",O
65,hari,O
65,ini,O
65,datang,O
65,bilang,O
65,tidak,O
65,bisa,O
66,Saya,O
66,membeli,O
66,Honda,B-MERK
66,Beat,I-MERK
66,ini,O
66,pada,O
66,tahun,O
66,2015,O
66,",",O
66,sudah,O
66,tiga,O
66,tahun,O
66,lama,O
66,nya,O
66,umur,O
66,motor,O
66,ini,O
66,.,O
66,Saya,O
66,bekerja,O
66,dengan,O
66,jarak,O
66,tempuh,O
66,lumayan,O
66,jauh,O
66,dari,O
66,rumah,O
66,saya,O
66,",",O
66,tetapi,O
66,terbukti,O
66,hingga,O
66,saat,O
66,ini,O
66,sangat,O
66,irit,O
66,bbm,O
66,-,O
66,nya,O
66,",",O
66,di,O
66,lain,O
66,sisi,O
66,ada,O
66,dobel,O
66,rem,O
66,yang,O
66,membuat,O
66,sepeda,O
66,ini,O
66,menjadi,O
66,luar,O
66,biasa,O
66,.,O
67,Head,B-MERK
67,Lamp,I-MERK
67,Avanza,I-MERK
67,juga,O
67,menggunakan,O
67,model,O
67,terbaru,O
67,.,O
67,Dengan,O
67,perubahan,O
67,tersebut,O
67,mobil,O
67,ini,O
67,memiliki,O
67,desain,O
67,yang,O
67,lebih,O
67,elegan,O
67,juragan,O
67,.,O
68,saya,O
68,menyesal,O
68,beli,O
68,"mobilio,",B-MERK
68,tetangga,O
68,beli,O
68,wuling,B-MERK
68,cortez,I-MERK
68,puas,O
68,banget,O
69,brio,B-MERK
69,adalah,O
69,salah,O
69,satu,O
69,mobil,O
69,ekonomis,O
69,untuk,O
69,keluarga,O
69,menengah,O
70,kaki-kaki,O
70,juga,O
70,aman,O
70,normal,O
70,jaya,O
70,.,O
70,belum,O
70,pernah,O
70,ganti,O
70,sparepart,O
70,apa,O
70,pun,O
70,kecuali,O
70,oli,O
70,radiator,O
70,dan,O
70,filter,O
70,",",O
70,mantap,O
70,brio,B-MERK
71,Ada,O
71,satu,O
71,lagi,O
71,nih,O
71,yang,O
71,menurut,O
71,saya,O
71,sepele,O
71,tetapi,O
71,jadi,O
71,kenikmatan,O
71,",",O
71,yaitu,O
71,fitur,O
71,Brake,O
71,Hold,O
71,di,O
71,HRV,B-MERK
72,xpander,I-MERK
72,terlihat,O
72,seperti,O
72,mobil,O
72,tahun,O
72,2020,O
73,Toyota,B-MERK
73,rush,I-MERK
73,terbaik,O
73,di,O
73,kelas,O
73,nya,O
73,dan,O
73,terdepan,O
73,di,O
73,zaman,O
73,nya,O
73,.,O
74,brio,B-MERK
74,gak,O
74,bagus,O
74,sumpah,O
74,.,O
75,Dipakai,O
75,kerja,O
75,tiap,O
75,hari,O
75,enggak,O
75,pernah,O
75,rewel,O
75,",",O
75,mesin,O
75,bandel,O
75,",",O
75,sesuai,O
75,dengan,O
75,kebutuhan,O
75,",",O
75,BBM,O
75,irit,O
75,tiada,O
75,banding,O
75,.,O
76,mendingan,O
76,Mitsubishi,B-MERK
76,Xpander,I-MERK
76,yang,O
76,rata,O
76,rata,O
76,menang,O
76,disegala,O
76,aspek,O
77,Kok,O
77,bengkel,B-MERK
77,toyota,I-MERK
77,payah,O
77,banget,O
77,sih,O
77,.,O
77,Kata,O
77,nya,O
77,bakal,O
77,dipanggil,O
77,nomor,O
77,nya,O
77,tapi,O
77,nomor,O
77,nya,O
77,manual,O
77,:(,O
78,cukup,O
78,10,O
78,menit,O
78,untuk,O
78,bersihkan,O
78,injektor,O
78,motor,B-MERK
78,injeksi,I-MERK
78,Yamaha,I-MERK
78,:D,O
78,arti,O
78,nya,O
78,motor,O
78,injeksi,O
78,YMH,B-MERK
78,perawatan,O
78,murah,O
78,&,O
78,mudah,O
79,Kekurangan,O
79,dari,O
79,Formo,B-MERK
79,sekilas:,O
79,minim,O
79,fitur,O
79,"safety,",O
79,kualitas,O
79,finishing,O
79,interior,O
79,jelek.,O
80,Susah,O
80,banget,O
80,telepon,O
80,buat,O
80,booking,O
80,servis,O
80,auto,O
80,2000,O
80,toyota,B-MERK
80,!,O
80,Masa,O
80,gue,O
80,harus,O
80,booking,O
80,ke,O
80,sana,O
80,sih,O
80,:(,O
81,Yamaha,B-MERK
81,motor,I-MERK
81,injeksi,I-MERK
81,nya,O
81,lebih,O
81,mudah,O
81,dan,O
81,murah,O
81,perawatan,O
81,nya,O
82,Pengalaman,O
82,pakai,O
82,HRV,B-MERK
82,1.5,I-MERK
82,E,I-MERK
82,",",O
82,berisik,O
82,shockbreaker,O
82,pas,O
82,di,O
82,tol,O
82,cikampek,O
82,dan,O
82,terbanting-banting,O
82,kalau,O
82,duduk,O
82,di,O
82,belakang,O
83,Honda,B-MERK
83,Beat,I-MERK
83,bahan,O
83,bakar,O
83,sangat,O
83,irit,O
83,",",O
83,ringan,O
83,buat,O
83,menyalip,O
83,di,O
83,jalanan,O
83,macet,O
83,",",O
83,mesin,O
83,tarikan,O
83,enteng,O
83,banget,O
83,.,O
84,Mobil,B-MERK
84,WULING,I-MERK
84,CONFERO,I-MERK
84,sangat,O
84,layak,O
84,untuk,O
84,dipilih,O
84,dan,O
84,DIBELI,O
84,sebagai,O
84,mobil,B-MERK
84,MPV,I-MERK
84,yang,O
84,nyaman,O
84,dengan,O
84,harga,O
84,terjangkau,O
84,.,O
85,Memilih,O
85,Terios,B-MERK
85,baru,O
85,rasanya,O
85,tidak,O
85,keliru,O
86,Xenia,B-MERK
86,irit,O
86,banget,O
86,apalagi,O
86,kalau,O
86,lagi,O
86,kere,O
86,.,O
86,coba,O
86,matikan,O
86,saja,O
86,ac,O
86,-,O
86,nya,O
86,",",O
86,bisa,O
86,jalan-jalan,O
86,dengan,O
86,25,O
86,rupiah,O
86,.,O
87,Mobil,B-MERK
87,wuling,I-MERK
87,confero,I-MERK
87,S,I-MERK
87,nyaman,O
87,dipakai,O
87,di,O
87,medan,O
87,petualangan,O
87,.,O
88,Puas,O
88,banget,O
88,sama,O
88,after,O
88,sales-nya,O
88,Nissan.,B-MERK
89,Avanza,I-MERK
89,mudah,O
89,dalam,O
89,perawatan,O
89,",",O
90,kalau,O
90,soal,O
90,mesin,O
90,dan,O
90,bentuk,O
90,toplah,O
90,yamaha,B-MERK
90,",",O
90,kayak,O
90,sekarang,O
90,saya,O
90,pakai,O
90,nmax,B-MERK
90,2018,I-MERK
90,yang,O
90,memang,O
90,sudah,O
90,lama,O
90,saya,O
90,incar,O
90,",",O
90,dari,O
90,bentuk,O
90,saya,O
90,suka,O
90,sekali,O
90,.,O
91,masalah,O
91,nya,O
91,",",O
91,Xenia,B-MERK
91,2005,I-MERK
91,kadang-kadang,O
91,dasbor,O
91,bunyi,O
91,",",O
92,Dan,O
92,cabin,O
92,nya,O
92,juga,O
92,lebih,O
92,luas,O
92,fortuner,B-MERK
92,",",O
92,kalau,O
92,pajero,B-MERK
92,sempit,O
92,apalagi,O
92,di,O
92,bagian,O
92,depan,O
93,Service,O
93,bengkel,O
93,pinggir,O
93,jalan,O
93,dibilang,O
93,jelek,O
93,hasil,O
93,service,O
93,di,O
93,dealer,O
93,resmi,O
93,pelayanan,O
93,jelek,O
93,",",O
93,scumbag,B-MERK
93,honda,I-MERK
94,selama,O
94,ini,O
94,pakai,O
94,xexi,B-MERK
94,lumayan,O
94,enak,O
94,dan,O
94,nyaman,O
94,juga,O
94,.,O
95,rata-rata,O
95,bbm,O
95,-,O
95,nya,O
95,luar,O
95,kota,O
95,juga,O
95,bisa,O
95,sampai,O
95,1:16,O
95,",",O
95,irit,O
95,banget,O
95,mitsubishi,B-MERK
96,1,O
96,kelemahan,O
96,xenia,B-MERK
96,",",O
96,DUDUK,O
96,DI,O
96,BARIS,O
96,PALING,O
96,BELAKANG,O
96,KAYAK,O
96,NAIK,O
96,UNTA,O
96,!,O
96,GILA,O
96,BERASA,O
96,BANGET,O
96,PUYENGNYA,O
96,.,O
97,Tapi,O
97,yang,O
97,sangat,O
97,jelek,O
97,dari,O
97,Freed,B-MERK
97,adalah,O
97,tarikan,O
97,nya,O
97,.,O
98,Fortuner,B-MERK
98,Itu,O
98,Mobil,O
98,Tenaga,O
98,nya,O
98,Lemah,O
98,Harga,O
98,Selangit,O
99,saya,O
99,saranin,O
99,beli,O
99,vario,B-MERK
99,aja,O
99,suku,O
99,cadang,O
99,meadai,O
99,purnajual,O
99,juga,O
99,oke,O
100,brio,B-MERK
100,gak,O
100,cocok,O
100,dibawa,O
100,pergi,O
100,ke,O
100,medan,O
100,yang,O
100,"susah,",O
100,lemah,O
100,dia,O
101,Simpel,O
101,cocok,O
101,dijuluki,O
101,untuk,O
101,nya,O
101,Honda,B-MERK
101,beat,I-MERK
101,makin,O
101,bertambah,O
101,gaya,O
101,desain,O
101,minimalis,O
101,namun,O
101,juara,O
101,di,O
101,kelas,O
101,nya,O
101,",",O
101,bahan,O
101,bakar,O
101,juara,O
101,nya,O
101,hemat,O
101,ramah,O
101,dan,O
101,bersahabat,O
101,dengan,O
101,saku,O
101,maupun,O
101,di,O
101,dompet,O
101,",",O
101,sukses,O
101,selalu,O
101,Honda,B-MERK
101,one,I-MERK
101,Heart,I-MERK
102,Soal,O
102,tenaga,O
102,yang,O
102,kurang,O
102,di,O
102,ertiga,O
102,juga,O
102,agak,O
102,mengganggu,O
102,",",O
103,New,B-MERK
103,Veloz,I-MERK
103,saya,O
103,rasa,O
103,udah,O
103,banyak,O
103,improvement,O
103,nya,O
103,",",O
103,terutama,O
103,di,O
103,bagian,O
103,suspensi,O
103,nya,O
103,dibanding,O
103,sebelumnya,O
103,.,O
103,Mental,O
103,mentul,O
103,",",O
103,body,O
103,roll,O
103,",",O
103,limbung,O
103,sudah,O
103,berkurang,O
103,.,O
104,@DaihatsuInd,B-MERK
104,banyak,O
104,yang,O
104,mengeluh,O
104,servis,O
104,ke,O
104,2,O
104,di,O
104,astra,B-MERK
104,daihatsu,I-MERK
104,mahal,O
104,.,O
104,tolong,O
104,edukasikan,O
104,ke,O
104,bengkel-bengkel,O
104,resmi,O
104,jangan,O
104,mainin,O
104,harga,O
104,atau,O
104,sparepart,O
104,yang,O
104,bagus,O
104,gak,O
104,perlu,O
104,diganti,O
105,terus,O
105,radio,O
105,nya,O
105,HRV,B-MERK
105,nyala,O
105,sendiri,O
105,dengan,O
105,volume,O
105,maksimal,O
105,.,O
105,enggak,O
105,bisa,O
105,dimatikan,O
105,dan,O
105,dikecilkan,O
105,.,O
106,wah,O
106,AVS,B-MERK
106,kamu,I-MERK
106,irit,O
106,banget,O
106,kak,O
106,",",O
106,AVG,B-MERK
106,saya,O
106,saja,O
106,sekitar,O
106,1:8,O
106,sampai,O
106,1:9,O
106,memang,O
106,macet,O
106,sih,O
106,jalanan,O
106,.,O
107,Fortuner,B-MERK
107,adalah,O
107,mobil,O
107,impian,O
107,saya,O
107,.,O
107,Ini,O
107,adalah,O
107,suv,B-MERK
107,mahal,O
107,memang,O
107,",",O
107,tetapi,O
107,sepadan,O
107,.,O
108,kalau,O
108,melihat,O
108,spesifikasi,O
108,"nya,",O
108,harga,O
108,ertiga,B-MERK
108,cukup,O
108,ramah,O
108,di,O
108,kantong,O
109,Ternyata,O
109,perawatan,O
109,yamaha,B-MERK
109,rata,O
109,rata,O
109,lebih,O
109,murah,O
109,dari,O
109,kompetitor,O
109,.,O
110,Sudah,O
110,dua,O
110,tahun,O
110,saya,O
110,memiliki,O
110,motor,B-MERK
110,Honda,I-MERK
110,Beat,I-MERK
110,ini,O
110,",",O
110,motor,O
110,ini,O
110,keseharian,O
110,nya,O
110,saya,O
110,pergunakan,O
110,untuk,O
